Bandit,Reward,Algorithm
4200,1,ThompsonSampling
4201,1,ThompsonSampling
4202,1,ThompsonSampling
4203,1,ThompsonSampling
4204,1,ThompsonSampling
4205,1,ThompsonSampling
4206,1,ThompsonSampling
4207,1,ThompsonSampling
4208,1,ThompsonSampling
4209,1,ThompsonSampling
4210,1,ThompsonSampling
4211,1,ThompsonSampling
4212,1,ThompsonSampling
4213,1,ThompsonSampling
4214,1,ThompsonSampling
4215,1,ThompsonSampling
4216,1,ThompsonSampling
4217,1,ThompsonSampling
4218,1,ThompsonSampling
4219,1,ThompsonSampling
4220,1,ThompsonSampling
4221,1,ThompsonSampling
4222,1,ThompsonSampling
4223,1,ThompsonSampling
4224,1,ThompsonSampling
4225,1,ThompsonSampling
4226,1,ThompsonSampling
4227,1,ThompsonSampling
4228,1,ThompsonSampling
4229,1,ThompsonSampling
4230,1,ThompsonSampling
4231,1,ThompsonSampling
4232,1,ThompsonSampling
4233,1,ThompsonSampling
4234,1,ThompsonSampling
4235,1,ThompsonSampling
4236,1,ThompsonSampling
4237,1,ThompsonSampling
4238,1,ThompsonSampling
4239,1,ThompsonSampling
4240,1,ThompsonSampling
4241,1,ThompsonSampling
4242,1,ThompsonSampling
4243,1,ThompsonSampling
4244,1,ThompsonSampling
4245,1,ThompsonSampling
4246,1,ThompsonSampling
4247,1,ThompsonSampling
4248,1,ThompsonSampling
4249,1,ThompsonSampling
4250,1,ThompsonSampling
4251,1,ThompsonSampling
4252,1,ThompsonSampling
4253,1,ThompsonSampling
4254,1,ThompsonSampling
4255,1,ThompsonSampling
4256,1,ThompsonSampling
4257,1,ThompsonSampling
4258,1,ThompsonSampling
4259,1,ThompsonSampling
4260,1,ThompsonSampling
4261,1,ThompsonSampling
4262,1,ThompsonSampling
4263,1,ThompsonSampling
4264,1,ThompsonSampling
4265,1,ThompsonSampling
4266,1,ThompsonSampling
4267,1,ThompsonSampling
4268,1,ThompsonSampling
4269,1,ThompsonSampling
4270,1,ThompsonSampling
4271,1,ThompsonSampling
4272,1,ThompsonSampling
4273,1,ThompsonSampling
4274,1,ThompsonSampling
4275,1,ThompsonSampling
4276,1,ThompsonSampling
4277,1,ThompsonSampling
4278,1,ThompsonSampling
4279,1,ThompsonSampling
4280,1,ThompsonSampling
4281,1,ThompsonSampling
4282,1,ThompsonSampling
4283,1,ThompsonSampling
4284,1,ThompsonSampling
4285,1,ThompsonSampling
4286,1,ThompsonSampling
4287,1,ThompsonSampling
4288,1,ThompsonSampling
4289,1,ThompsonSampling
4290,1,ThompsonSampling
4291,1,ThompsonSampling
4292,1,ThompsonSampling
4293,1,ThompsonSampling
4294,1,ThompsonSampling
4295,1,ThompsonSampling
4296,1,ThompsonSampling
4297,1,ThompsonSampling
4298,1,ThompsonSampling
4299,1,ThompsonSampling
4300,1,ThompsonSampling
4301,1,ThompsonSampling
4302,1,ThompsonSampling
4303,1,ThompsonSampling
4304,1,ThompsonSampling
4305,1,ThompsonSampling
4306,1,ThompsonSampling
4307,1,ThompsonSampling
4308,1,ThompsonSampling
4309,1,ThompsonSampling
4310,1,ThompsonSampling
4311,1,ThompsonSampling
4312,1,ThompsonSampling
4313,1,ThompsonSampling
4314,1,ThompsonSampling
4315,1,ThompsonSampling
4316,1,ThompsonSampling
4317,1,ThompsonSampling
4318,1,ThompsonSampling
4319,1,ThompsonSampling
4320,1,ThompsonSampling
4321,1,ThompsonSampling
4322,1,ThompsonSampling
4323,1,ThompsonSampling
4324,1,ThompsonSampling
4325,1,ThompsonSampling
4326,1,ThompsonSampling
4327,1,ThompsonSampling
4328,1,ThompsonSampling
4329,1,ThompsonSampling
4330,1,ThompsonSampling
4331,1,ThompsonSampling
4332,1,ThompsonSampling
4333,1,ThompsonSampling
4334,1,ThompsonSampling
4335,1,ThompsonSampling
4336,1,ThompsonSampling
4337,1,ThompsonSampling
4338,1,ThompsonSampling
4339,1,ThompsonSampling
4340,1,ThompsonSampling
4341,1,ThompsonSampling
4342,1,ThompsonSampling
4343,1,ThompsonSampling
4344,1,ThompsonSampling
4345,1,ThompsonSampling
4346,1,ThompsonSampling
4347,1,ThompsonSampling
4348,1,ThompsonSampling
4349,1,ThompsonSampling
4350,1,ThompsonSampling
4351,1,ThompsonSampling
4352,1,ThompsonSampling
4353,1,ThompsonSampling
4354,1,ThompsonSampling
4355,1,ThompsonSampling
4356,1,ThompsonSampling
4357,1,ThompsonSampling
4358,1,ThompsonSampling
4359,1,ThompsonSampling
4360,1,ThompsonSampling
4361,1,ThompsonSampling
4362,1,ThompsonSampling
4363,1,ThompsonSampling
4364,1,ThompsonSampling
4365,1,ThompsonSampling
4366,1,ThompsonSampling
4367,1,ThompsonSampling
4368,1,ThompsonSampling
4369,1,ThompsonSampling
4370,1,ThompsonSampling
4371,1,ThompsonSampling
4372,1,ThompsonSampling
4373,1,ThompsonSampling
4374,1,ThompsonSampling
4375,1,ThompsonSampling
4376,1,ThompsonSampling
4377,1,ThompsonSampling
4378,1,ThompsonSampling
4379,1,ThompsonSampling
4380,1,ThompsonSampling
4381,1,ThompsonSampling
4382,1,ThompsonSampling
4383,1,ThompsonSampling
4384,1,ThompsonSampling
4385,1,ThompsonSampling
4386,1,ThompsonSampling
4387,1,ThompsonSampling
4388,1,ThompsonSampling
4389,1,ThompsonSampling
4390,1,ThompsonSampling
4391,1,ThompsonSampling
4392,1,ThompsonSampling
4393,1,ThompsonSampling
4394,1,ThompsonSampling
4395,1,ThompsonSampling
4396,1,ThompsonSampling
4397,1,ThompsonSampling
4398,1,ThompsonSampling
4399,1,ThompsonSampling
4400,1,ThompsonSampling
4401,1,ThompsonSampling
4402,1,ThompsonSampling
4403,1,ThompsonSampling
4404,1,ThompsonSampling
4405,1,ThompsonSampling
4406,1,ThompsonSampling
4407,1,ThompsonSampling
4408,1,ThompsonSampling
4409,1,ThompsonSampling
4410,1,ThompsonSampling
4411,1,ThompsonSampling
4412,1,ThompsonSampling
4413,1,ThompsonSampling
4414,1,ThompsonSampling
4415,1,ThompsonSampling
4416,1,ThompsonSampling
4417,1,ThompsonSampling
4418,1,ThompsonSampling
4419,1,ThompsonSampling
4420,1,ThompsonSampling
4421,1,ThompsonSampling
4422,1,ThompsonSampling
4423,1,ThompsonSampling
4424,1,ThompsonSampling
4425,1,ThompsonSampling
4426,1,ThompsonSampling
4427,1,ThompsonSampling
4428,1,ThompsonSampling
4429,1,ThompsonSampling
4430,1,ThompsonSampling
4431,1,ThompsonSampling
4432,1,ThompsonSampling
4433,1,ThompsonSampling
4434,1,ThompsonSampling
4435,1,ThompsonSampling
4436,1,ThompsonSampling
4437,1,ThompsonSampling
4438,1,ThompsonSampling
4439,1,ThompsonSampling
4440,1,ThompsonSampling
4441,1,ThompsonSampling
4442,1,ThompsonSampling
4443,1,ThompsonSampling
4444,1,ThompsonSampling
4445,1,ThompsonSampling
4446,1,ThompsonSampling
4447,1,ThompsonSampling
4448,1,ThompsonSampling
4449,1,ThompsonSampling
4450,1,ThompsonSampling
4451,1,ThompsonSampling
4452,1,ThompsonSampling
4453,1,ThompsonSampling
4454,1,ThompsonSampling
4455,1,ThompsonSampling
4456,1,ThompsonSampling
4457,1,ThompsonSampling
4458,1,ThompsonSampling
4459,1,ThompsonSampling
4460,1,ThompsonSampling
4461,1,ThompsonSampling
4462,1,ThompsonSampling
4463,1,ThompsonSampling
4464,1,ThompsonSampling
4465,1,ThompsonSampling
4466,1,ThompsonSampling
4467,1,ThompsonSampling
4468,1,ThompsonSampling
4469,1,ThompsonSampling
4470,1,ThompsonSampling
4471,1,ThompsonSampling
4472,1,ThompsonSampling
4473,1,ThompsonSampling
4474,1,ThompsonSampling
4475,1,ThompsonSampling
4476,1,ThompsonSampling
4477,1,ThompsonSampling
4478,1,ThompsonSampling
4479,1,ThompsonSampling
4480,1,ThompsonSampling
4481,1,ThompsonSampling
4482,1,ThompsonSampling
4483,1,ThompsonSampling
4484,1,ThompsonSampling
4485,1,ThompsonSampling
4486,1,ThompsonSampling
4487,1,ThompsonSampling
4488,1,ThompsonSampling
4489,1,ThompsonSampling
4490,1,ThompsonSampling
4491,1,ThompsonSampling
4492,1,ThompsonSampling
4493,1,ThompsonSampling
4494,1,ThompsonSampling
4495,1,ThompsonSampling
4496,1,ThompsonSampling
4497,1,ThompsonSampling
4498,1,ThompsonSampling
4499,1,ThompsonSampling
4500,1,ThompsonSampling
4501,1,ThompsonSampling
4502,1,ThompsonSampling
4503,1,ThompsonSampling
4504,1,ThompsonSampling
4505,1,ThompsonSampling
4506,1,ThompsonSampling
4507,1,ThompsonSampling
4508,1,ThompsonSampling
4509,1,ThompsonSampling
4510,1,ThompsonSampling
4511,1,ThompsonSampling
4512,1,ThompsonSampling
4513,1,ThompsonSampling
4514,1,ThompsonSampling
4515,1,ThompsonSampling
4516,1,ThompsonSampling
4517,1,ThompsonSampling
4518,1,ThompsonSampling
4519,1,ThompsonSampling
4520,1,ThompsonSampling
4521,1,ThompsonSampling
4522,1,ThompsonSampling
4523,1,ThompsonSampling
4524,1,ThompsonSampling
4525,1,ThompsonSampling
4526,1,ThompsonSampling
4527,1,ThompsonSampling
4528,1,ThompsonSampling
4529,1,ThompsonSampling
4530,1,ThompsonSampling
4531,1,ThompsonSampling
4532,1,ThompsonSampling
4533,1,ThompsonSampling
4534,1,ThompsonSampling
4535,1,ThompsonSampling
4536,1,ThompsonSampling
4537,1,ThompsonSampling
4538,1,ThompsonSampling
4539,1,ThompsonSampling
4540,1,ThompsonSampling
4541,1,ThompsonSampling
4542,1,ThompsonSampling
4543,1,ThompsonSampling
4544,1,ThompsonSampling
4545,1,ThompsonSampling
4546,1,ThompsonSampling
4547,1,ThompsonSampling
4548,1,ThompsonSampling
4549,1,ThompsonSampling
4550,1,ThompsonSampling
4551,1,ThompsonSampling
4552,1,ThompsonSampling
4553,1,ThompsonSampling
4554,1,ThompsonSampling
4555,1,ThompsonSampling
4556,1,ThompsonSampling
4557,1,ThompsonSampling
4558,1,ThompsonSampling
4559,1,ThompsonSampling
4560,1,ThompsonSampling
4561,1,ThompsonSampling
4562,1,ThompsonSampling
4563,1,ThompsonSampling
4564,1,ThompsonSampling
4565,1,ThompsonSampling
4566,1,ThompsonSampling
4567,1,ThompsonSampling
4568,1,ThompsonSampling
4569,1,ThompsonSampling
4570,1,ThompsonSampling
4571,1,ThompsonSampling
4572,1,ThompsonSampling
4573,1,ThompsonSampling
4574,1,ThompsonSampling
4575,1,ThompsonSampling
4576,1,ThompsonSampling
4577,1,ThompsonSampling
4578,1,ThompsonSampling
4579,1,ThompsonSampling
4580,1,ThompsonSampling
4581,1,ThompsonSampling
4582,1,ThompsonSampling
4583,1,ThompsonSampling
4584,1,ThompsonSampling
4585,1,ThompsonSampling
4586,1,ThompsonSampling
4587,1,ThompsonSampling
4588,1,ThompsonSampling
4589,1,ThompsonSampling
4590,1,ThompsonSampling
4591,1,ThompsonSampling
4592,1,ThompsonSampling
4593,1,ThompsonSampling
4594,1,ThompsonSampling
4595,1,ThompsonSampling
4596,1,ThompsonSampling
4597,1,ThompsonSampling
4598,1,ThompsonSampling
4599,1,ThompsonSampling
4600,1,ThompsonSampling
4601,1,ThompsonSampling
4602,1,ThompsonSampling
4603,1,ThompsonSampling
4604,1,ThompsonSampling
4605,1,ThompsonSampling
4606,1,ThompsonSampling
4607,1,ThompsonSampling
4608,1,ThompsonSampling
4609,1,ThompsonSampling
4610,1,ThompsonSampling
4611,1,ThompsonSampling
4612,1,ThompsonSampling
4613,1,ThompsonSampling
4614,1,ThompsonSampling
4615,1,ThompsonSampling
4616,1,ThompsonSampling
4617,1,ThompsonSampling
4618,1,ThompsonSampling
4619,1,ThompsonSampling
4620,1,ThompsonSampling
4621,1,ThompsonSampling
4622,1,ThompsonSampling
4623,1,ThompsonSampling
4624,1,ThompsonSampling
4625,1,ThompsonSampling
4626,1,ThompsonSampling
4627,1,ThompsonSampling
4628,1,ThompsonSampling
4629,1,ThompsonSampling
4630,1,ThompsonSampling
4631,1,ThompsonSampling
4632,1,ThompsonSampling
4633,1,ThompsonSampling
4634,1,ThompsonSampling
4635,1,ThompsonSampling
4636,1,ThompsonSampling
4637,1,ThompsonSampling
4638,1,ThompsonSampling
4639,1,ThompsonSampling
4640,1,ThompsonSampling
4641,1,ThompsonSampling
4642,1,ThompsonSampling
4643,1,ThompsonSampling
4644,1,ThompsonSampling
4645,1,ThompsonSampling
4646,1,ThompsonSampling
4647,1,ThompsonSampling
4648,1,ThompsonSampling
4649,1,ThompsonSampling
4650,1,ThompsonSampling
4651,1,ThompsonSampling
4652,1,ThompsonSampling
4653,1,ThompsonSampling
4654,1,ThompsonSampling
4655,1,ThompsonSampling
4656,1,ThompsonSampling
4657,1,ThompsonSampling
4658,1,ThompsonSampling
4659,1,ThompsonSampling
4660,1,ThompsonSampling
4661,1,ThompsonSampling
4662,1,ThompsonSampling
4663,1,ThompsonSampling
4664,1,ThompsonSampling
4665,1,ThompsonSampling
4666,1,ThompsonSampling
4667,1,ThompsonSampling
4668,1,ThompsonSampling
4669,1,ThompsonSampling
4670,1,ThompsonSampling
4671,1,ThompsonSampling
4672,1,ThompsonSampling
4673,1,ThompsonSampling
4674,1,ThompsonSampling
4675,1,ThompsonSampling
4676,1,ThompsonSampling
4677,1,ThompsonSampling
4678,1,ThompsonSampling
4679,1,ThompsonSampling
4680,1,ThompsonSampling
4681,1,ThompsonSampling
4682,1,ThompsonSampling
4683,1,ThompsonSampling
4684,1,ThompsonSampling
4685,1,ThompsonSampling
4686,1,ThompsonSampling
4687,1,ThompsonSampling
4688,1,ThompsonSampling
4689,1,ThompsonSampling
4690,1,ThompsonSampling
4691,1,ThompsonSampling
4692,1,ThompsonSampling
4693,1,ThompsonSampling
4694,1,ThompsonSampling
4695,1,ThompsonSampling
4696,1,ThompsonSampling
4697,1,ThompsonSampling
4698,1,ThompsonSampling
4699,1,ThompsonSampling
4700,1,ThompsonSampling
4701,1,ThompsonSampling
4702,1,ThompsonSampling
4703,1,ThompsonSampling
4704,1,ThompsonSampling
4705,1,ThompsonSampling
4706,1,ThompsonSampling
4707,1,ThompsonSampling
4708,1,ThompsonSampling
4709,1,ThompsonSampling
4710,1,ThompsonSampling
4711,1,ThompsonSampling
4712,1,ThompsonSampling
4713,1,ThompsonSampling
4714,1,ThompsonSampling
4715,1,ThompsonSampling
4716,1,ThompsonSampling
4717,1,ThompsonSampling
4718,1,ThompsonSampling
4719,1,ThompsonSampling
4720,1,ThompsonSampling
4721,1,ThompsonSampling
4722,1,ThompsonSampling
4723,1,ThompsonSampling
4724,1,ThompsonSampling
4725,1,ThompsonSampling
4726,1,ThompsonSampling
4727,1,ThompsonSampling
4728,1,ThompsonSampling
4729,1,ThompsonSampling
4730,1,ThompsonSampling
4731,1,ThompsonSampling
4732,1,ThompsonSampling
4733,1,ThompsonSampling
4734,1,ThompsonSampling
4735,1,ThompsonSampling
4736,1,ThompsonSampling
4737,1,ThompsonSampling
4738,1,ThompsonSampling
4739,1,ThompsonSampling
4740,1,ThompsonSampling
4741,1,ThompsonSampling
4742,1,ThompsonSampling
4743,1,ThompsonSampling
4744,1,ThompsonSampling
4745,1,ThompsonSampling
4746,1,ThompsonSampling
4747,1,ThompsonSampling
4748,1,ThompsonSampling
4749,1,ThompsonSampling
4750,1,ThompsonSampling
4751,1,ThompsonSampling
4752,1,ThompsonSampling
4753,1,ThompsonSampling
4754,1,ThompsonSampling
4755,1,ThompsonSampling
4756,1,ThompsonSampling
4757,1,ThompsonSampling
4758,1,ThompsonSampling
4759,1,ThompsonSampling
4760,1,ThompsonSampling
4761,1,ThompsonSampling
4762,1,ThompsonSampling
4763,1,ThompsonSampling
4764,1,ThompsonSampling
4765,1,ThompsonSampling
4766,1,ThompsonSampling
4767,1,ThompsonSampling
4768,1,ThompsonSampling
4769,1,ThompsonSampling
4770,1,ThompsonSampling
4771,1,ThompsonSampling
4772,1,ThompsonSampling
4773,1,ThompsonSampling
4774,1,ThompsonSampling
4775,1,ThompsonSampling
4776,1,ThompsonSampling
4777,1,ThompsonSampling
4778,1,ThompsonSampling
4779,1,ThompsonSampling
4780,1,ThompsonSampling
4781,1,ThompsonSampling
4782,1,ThompsonSampling
4783,1,ThompsonSampling
4784,1,ThompsonSampling
4785,1,ThompsonSampling
4786,1,ThompsonSampling
4787,1,ThompsonSampling
4788,1,ThompsonSampling
4789,1,ThompsonSampling
4790,1,ThompsonSampling
4791,1,ThompsonSampling
4792,1,ThompsonSampling
4793,1,ThompsonSampling
4794,1,ThompsonSampling
4795,1,ThompsonSampling
4796,1,ThompsonSampling
4797,1,ThompsonSampling
4798,1,ThompsonSampling
4799,1,ThompsonSampling
4800,1,ThompsonSampling
4801,1,ThompsonSampling
4802,1,ThompsonSampling
4803,1,ThompsonSampling
4804,1,ThompsonSampling
4805,1,ThompsonSampling
4806,1,ThompsonSampling
4807,1,ThompsonSampling
4808,1,ThompsonSampling
4809,1,ThompsonSampling
4810,1,ThompsonSampling
4811,1,ThompsonSampling
4812,1,ThompsonSampling
4813,1,ThompsonSampling
4814,1,ThompsonSampling
4815,1,ThompsonSampling
4816,1,ThompsonSampling
4817,1,ThompsonSampling
4818,1,ThompsonSampling
4819,1,ThompsonSampling
4820,1,ThompsonSampling
4821,1,ThompsonSampling
4822,1,ThompsonSampling
4823,1,ThompsonSampling
4824,1,ThompsonSampling
4825,1,ThompsonSampling
4826,1,ThompsonSampling
4827,1,ThompsonSampling
4828,1,ThompsonSampling
4829,1,ThompsonSampling
4830,1,ThompsonSampling
4831,1,ThompsonSampling
4832,1,ThompsonSampling
4833,1,ThompsonSampling
4834,1,ThompsonSampling
4835,1,ThompsonSampling
4836,1,ThompsonSampling
4837,1,ThompsonSampling
4838,1,ThompsonSampling
4839,1,ThompsonSampling
4840,1,ThompsonSampling
4841,1,ThompsonSampling
4842,1,ThompsonSampling
4843,1,ThompsonSampling
4844,1,ThompsonSampling
4845,1,ThompsonSampling
4846,1,ThompsonSampling
4847,1,ThompsonSampling
4848,1,ThompsonSampling
4849,1,ThompsonSampling
4850,1,ThompsonSampling
4851,1,ThompsonSampling
4852,1,ThompsonSampling
4853,1,ThompsonSampling
4854,1,ThompsonSampling
4855,1,ThompsonSampling
4856,1,ThompsonSampling
4857,1,ThompsonSampling
4858,1,ThompsonSampling
4859,1,ThompsonSampling
4860,1,ThompsonSampling
4861,1,ThompsonSampling
4862,1,ThompsonSampling
4863,1,ThompsonSampling
4864,1,ThompsonSampling
4865,1,ThompsonSampling
4866,1,ThompsonSampling
4867,1,ThompsonSampling
4868,1,ThompsonSampling
4869,1,ThompsonSampling
4870,1,ThompsonSampling
4871,1,ThompsonSampling
4872,1,ThompsonSampling
4873,1,ThompsonSampling
4874,1,ThompsonSampling
4875,1,ThompsonSampling
4876,1,ThompsonSampling
4877,1,ThompsonSampling
4878,1,ThompsonSampling
4879,1,ThompsonSampling
4880,1,ThompsonSampling
4881,1,ThompsonSampling
4882,1,ThompsonSampling
4883,1,ThompsonSampling
4884,1,ThompsonSampling
4885,1,ThompsonSampling
4886,1,ThompsonSampling
4887,1,ThompsonSampling
4888,1,ThompsonSampling
4889,1,ThompsonSampling
4890,1,ThompsonSampling
4891,1,ThompsonSampling
4892,1,ThompsonSampling
4893,1,ThompsonSampling
4894,1,ThompsonSampling
4895,1,ThompsonSampling
4896,1,ThompsonSampling
4897,1,ThompsonSampling
4898,1,ThompsonSampling
4899,1,ThompsonSampling
4900,1,ThompsonSampling
4901,1,ThompsonSampling
4902,1,ThompsonSampling
4903,1,ThompsonSampling
4904,1,ThompsonSampling
4905,1,ThompsonSampling
4906,1,ThompsonSampling
4907,1,ThompsonSampling
4908,1,ThompsonSampling
4909,1,ThompsonSampling
4910,1,ThompsonSampling
4911,1,ThompsonSampling
4912,1,ThompsonSampling
4913,1,ThompsonSampling
4914,1,ThompsonSampling
4915,1,ThompsonSampling
4916,1,ThompsonSampling
4917,1,ThompsonSampling
4918,1,ThompsonSampling
4919,1,ThompsonSampling
4920,1,ThompsonSampling
4921,1,ThompsonSampling
4922,1,ThompsonSampling
4923,1,ThompsonSampling
4924,1,ThompsonSampling
4925,1,ThompsonSampling
4926,1,ThompsonSampling
4927,1,ThompsonSampling
4928,1,ThompsonSampling
4929,1,ThompsonSampling
4930,1,ThompsonSampling
4931,1,ThompsonSampling
4932,1,ThompsonSampling
4933,1,ThompsonSampling
4934,1,ThompsonSampling
4935,1,ThompsonSampling
4936,1,ThompsonSampling
4937,1,ThompsonSampling
4938,1,ThompsonSampling
4939,1,ThompsonSampling
4940,1,ThompsonSampling
4941,1,ThompsonSampling
4942,1,ThompsonSampling
4943,1,ThompsonSampling
4944,1,ThompsonSampling
4945,1,ThompsonSampling
4946,1,ThompsonSampling
4947,1,ThompsonSampling
4948,1,ThompsonSampling
4949,1,ThompsonSampling
4950,1,ThompsonSampling
4951,1,ThompsonSampling
4952,1,ThompsonSampling
4953,1,ThompsonSampling
4954,1,ThompsonSampling
4955,1,ThompsonSampling
4956,1,ThompsonSampling
4957,1,ThompsonSampling
4958,1,ThompsonSampling
4959,1,ThompsonSampling
4960,1,ThompsonSampling
4961,1,ThompsonSampling
4962,1,ThompsonSampling
4963,1,ThompsonSampling
4964,1,ThompsonSampling
4965,1,ThompsonSampling
4966,1,ThompsonSampling
4967,1,ThompsonSampling
4968,1,ThompsonSampling
4969,1,ThompsonSampling
4970,1,ThompsonSampling
4971,1,ThompsonSampling
4972,1,ThompsonSampling
4973,1,ThompsonSampling
4974,1,ThompsonSampling
4975,1,ThompsonSampling
4976,1,ThompsonSampling
4977,1,ThompsonSampling
4978,1,ThompsonSampling
4979,1,ThompsonSampling
4980,1,ThompsonSampling
4981,1,ThompsonSampling
4982,1,ThompsonSampling
4983,1,ThompsonSampling
4984,1,ThompsonSampling
4985,1,ThompsonSampling
4986,1,ThompsonSampling
4987,1,ThompsonSampling
4988,1,ThompsonSampling
4989,1,ThompsonSampling
4990,1,ThompsonSampling
4991,1,ThompsonSampling
4992,1,ThompsonSampling
4993,1,ThompsonSampling
4994,1,ThompsonSampling
4995,1,ThompsonSampling
4996,1,ThompsonSampling
4997,1,ThompsonSampling
4998,1,ThompsonSampling
4999,1,ThompsonSampling
5000,1,ThompsonSampling
5001,1,ThompsonSampling
5002,1,ThompsonSampling
5003,1,ThompsonSampling
5004,1,ThompsonSampling
5005,1,ThompsonSampling
5006,1,ThompsonSampling
5007,1,ThompsonSampling
5008,1,ThompsonSampling
5009,1,ThompsonSampling
5010,1,ThompsonSampling
5011,1,ThompsonSampling
5012,1,ThompsonSampling
5013,1,ThompsonSampling
5014,1,ThompsonSampling
5015,1,ThompsonSampling
5016,1,ThompsonSampling
5017,1,ThompsonSampling
5018,1,ThompsonSampling
5019,1,ThompsonSampling
5020,1,ThompsonSampling
5021,1,ThompsonSampling
5022,1,ThompsonSampling
5023,1,ThompsonSampling
5024,1,ThompsonSampling
5025,1,ThompsonSampling
5026,1,ThompsonSampling
5027,1,ThompsonSampling
5028,1,ThompsonSampling
5029,1,ThompsonSampling
5030,1,ThompsonSampling
5031,1,ThompsonSampling
5032,1,ThompsonSampling
5033,1,ThompsonSampling
5034,1,ThompsonSampling
5035,1,ThompsonSampling
5036,1,ThompsonSampling
5037,1,ThompsonSampling
5038,1,ThompsonSampling
5039,1,ThompsonSampling
5040,1,ThompsonSampling
5041,1,ThompsonSampling
5042,1,ThompsonSampling
5043,1,ThompsonSampling
5044,1,ThompsonSampling
5045,1,ThompsonSampling
5046,1,ThompsonSampling
5047,1,ThompsonSampling
5048,1,ThompsonSampling
5049,1,ThompsonSampling
5050,1,ThompsonSampling
5051,1,ThompsonSampling
5052,1,ThompsonSampling
5053,1,ThompsonSampling
5054,1,ThompsonSampling
5055,1,ThompsonSampling
5056,1,ThompsonSampling
5057,1,ThompsonSampling
5058,1,ThompsonSampling
5059,1,ThompsonSampling
5060,1,ThompsonSampling
5061,1,ThompsonSampling
5062,1,ThompsonSampling
5063,1,ThompsonSampling
5064,1,ThompsonSampling
5065,1,ThompsonSampling
5066,1,ThompsonSampling
5067,1,ThompsonSampling
5068,1,ThompsonSampling
5069,1,ThompsonSampling
5070,1,ThompsonSampling
5071,1,ThompsonSampling
5072,1,ThompsonSampling
5073,1,ThompsonSampling
5074,1,ThompsonSampling
5075,1,ThompsonSampling
5076,1,ThompsonSampling
5077,1,ThompsonSampling
5078,1,ThompsonSampling
5079,1,ThompsonSampling
5080,1,ThompsonSampling
5081,1,ThompsonSampling
5082,1,ThompsonSampling
5083,1,ThompsonSampling
5084,1,ThompsonSampling
5085,1,ThompsonSampling
5086,1,ThompsonSampling
5087,1,ThompsonSampling
5088,1,ThompsonSampling
5089,1,ThompsonSampling
5090,1,ThompsonSampling
5091,1,ThompsonSampling
5092,1,ThompsonSampling
5093,1,ThompsonSampling
5094,1,ThompsonSampling
5095,1,ThompsonSampling
5096,1,ThompsonSampling
5097,1,ThompsonSampling
5098,1,ThompsonSampling
5099,1,ThompsonSampling
5100,1,ThompsonSampling
5101,1,ThompsonSampling
5102,1,ThompsonSampling
5103,1,ThompsonSampling
5104,1,ThompsonSampling
5105,1,ThompsonSampling
5106,1,ThompsonSampling
5107,1,ThompsonSampling
5108,1,ThompsonSampling
5109,1,ThompsonSampling
5110,1,ThompsonSampling
5111,1,ThompsonSampling
5112,1,ThompsonSampling
5113,1,ThompsonSampling
5114,1,ThompsonSampling
5115,1,ThompsonSampling
5116,1,ThompsonSampling
5117,1,ThompsonSampling
5118,1,ThompsonSampling
5119,1,ThompsonSampling
5120,1,ThompsonSampling
5121,1,ThompsonSampling
5122,1,ThompsonSampling
5123,1,ThompsonSampling
5124,1,ThompsonSampling
5125,1,ThompsonSampling
5126,1,ThompsonSampling
5127,1,ThompsonSampling
5128,1,ThompsonSampling
5129,1,ThompsonSampling
5130,1,ThompsonSampling
5131,1,ThompsonSampling
5132,1,ThompsonSampling
5133,1,ThompsonSampling
5134,1,ThompsonSampling
5135,1,ThompsonSampling
5136,1,ThompsonSampling
5137,1,ThompsonSampling
5138,1,ThompsonSampling
5139,2,ThompsonSampling
5140,1,ThompsonSampling
5141,1,ThompsonSampling
5142,1,ThompsonSampling
5143,1,ThompsonSampling
5144,1,ThompsonSampling
5145,1,ThompsonSampling
5146,1,ThompsonSampling
5147,1,ThompsonSampling
5148,1,ThompsonSampling
5149,1,ThompsonSampling
5150,1,ThompsonSampling
5151,1,ThompsonSampling
5152,1,ThompsonSampling
5153,1,ThompsonSampling
5154,1,ThompsonSampling
5155,1,ThompsonSampling
5156,1,ThompsonSampling
5157,1,ThompsonSampling
5158,1,ThompsonSampling
5159,1,ThompsonSampling
5160,1,ThompsonSampling
5161,1,ThompsonSampling
5162,1,ThompsonSampling
5163,1,ThompsonSampling
5164,1,ThompsonSampling
5165,1,ThompsonSampling
5166,1,ThompsonSampling
5167,1,ThompsonSampling
5168,1,ThompsonSampling
5169,1,ThompsonSampling
5170,1,ThompsonSampling
5171,1,ThompsonSampling
5172,1,ThompsonSampling
5173,1,ThompsonSampling
5174,1,ThompsonSampling
5175,1,ThompsonSampling
5176,1,ThompsonSampling
5177,1,ThompsonSampling
5178,1,ThompsonSampling
5179,1,ThompsonSampling
5180,1,ThompsonSampling
5181,1,ThompsonSampling
5182,1,ThompsonSampling
5183,1,ThompsonSampling
5184,1,ThompsonSampling
5185,1,ThompsonSampling
5186,1,ThompsonSampling
5187,1,ThompsonSampling
5188,1,ThompsonSampling
5189,1,ThompsonSampling
5190,1,ThompsonSampling
5191,1,ThompsonSampling
5192,1,ThompsonSampling
5193,1,ThompsonSampling
5194,1,ThompsonSampling
5195,1,ThompsonSampling
5196,1,ThompsonSampling
5197,1,ThompsonSampling
