Bandit,Reward,Algorithm
958,4,EpsilonGreedy
959,4,EpsilonGreedy
960,4,EpsilonGreedy
961,4,EpsilonGreedy
962,4,EpsilonGreedy
963,4,EpsilonGreedy
964,4,EpsilonGreedy
965,4,EpsilonGreedy
966,4,EpsilonGreedy
967,4,EpsilonGreedy
968,4,EpsilonGreedy
969,4,EpsilonGreedy
970,4,EpsilonGreedy
971,4,EpsilonGreedy
972,4,EpsilonGreedy
973,4,EpsilonGreedy
974,4,EpsilonGreedy
975,4,EpsilonGreedy
976,4,EpsilonGreedy
977,4,EpsilonGreedy
978,4,EpsilonGreedy
979,4,EpsilonGreedy
980,4,EpsilonGreedy
981,4,EpsilonGreedy
982,4,EpsilonGreedy
983,4,EpsilonGreedy
984,4,EpsilonGreedy
985,4,EpsilonGreedy
986,4,EpsilonGreedy
987,4,EpsilonGreedy
988,4,EpsilonGreedy
989,4,EpsilonGreedy
990,4,EpsilonGreedy
991,4,EpsilonGreedy
992,4,EpsilonGreedy
993,4,EpsilonGreedy
